recordID,species,scientificName,gbif_JSON,gbif_family,EOL-ID,mo,dy,yr,period,plot,note1,stake,locality,coordinates,county,state,country,sex
17488,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,23,1990,147,18,13,15,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17513,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,24,1990,147,20,13,11,Copalinga Private Reserve-blue trail (1050m-C),,NULL,Zamora-Chinchipe Province,ECUADOR,
17532,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,24,1990,147,17,13,53,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17533,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,24,1990,147,17,13,54,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17535,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,24,1990,147,17,13,55,Reserva Biológica San Francisco-NUMEX (2070m-R2),,NULL,Loja Province,ECUADOR,
17557,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,25,1990,147,15,13,26,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17577,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,5,25,1990,147,6,13,76,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17804,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,8,17,1990,150,13,13,64,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17813,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,8,17,1990,150,15,13,74,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17828,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,9,22,1990,151,7,13,41,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17836,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,9,22,1990,151,7,13,53,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17865,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,9,25,1990,151,14,13,45,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17897,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,10,15,1990,152,12,13,33,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
17969,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,10,17,1990,152,15,13,64,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
18002,AH,Ammospermophilus harrisii harrisii (Audubon &amp; Bachman 1854),"{""usageKey"":2437568,""scientificName"":""Ammospermophilus harrisii (Audubon & Bachman, 1854)"",""canonicalName"":""Ammospermophilus harrisii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""matchType"":""EXACT"",""kingdom"":""Animalia"",""phylum"":""Chordata"",""order"":""Rodentia"",""family"":""Sciuridae"",""genus"":""Ammospermophilus"",""species"":""Ammospermophilus harrisii"",""kingdomKey"":1,""phylumKey"":44,""classKey"":359,""orderKey"":1459,""familyKey"":9456,""genusKey"":2437567,""speciesKey"":2437568,""synonym"":false,""class"":""Mammalia""}",Sciuridae,pages/4466680,11,10,1990,153,23,13,51,Reserva Biológica San Francisco-Transect T1 (2070m-R1),,NULL,Loja Province,ECUADOR,
